ind_id,ind_definition,reportyear,family_type,race_eth_code,race_eth_name,geotype,geotypevalue,geoname,county_name,county_fips,region_name,region_code,fam_lt_lw,families,pct_lt_lw,LL_95CI,UL_95CI,se,rse,family_type_decile,CA_RR,livingwage,version
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,2,Asian,CO,06001,Alameda,Alameda,06001,Bay Area,01,5735,41863,13.7,NA,NA,NA,NA,,0.55,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,3,AfricanAm,CO,06001,Alameda,Alameda,06001,Bay Area,01,1149,6431,17.9,NA,NA,NA,NA,,0.72,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,4,Latino,CO,06001,Alameda,Alameda,06001,Bay Area,01,9281,25776,36.0,NA,NA,NA,NA,,1.44,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,5,NHOPI,CO,06001,Alameda,Alameda,06001,Bay Area,01,118,1046,11.3,NA,NA,NA,NA,,0.45,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,6,White,CO,06001,Alameda,Alameda,06001,Bay Area,01,3025,41821,7.2,NA,NA,NA,NA,,0.29,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,7,Multiple,CO,06001,Alameda,Alameda,06001,Bay Area,01,337,2445,13.8,NA,NA,NA,NA,,0.55,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,8,Other,CO,06001,Alameda,Alameda,06001,Bay Area,01,88,398,22.1,NA,NA,NA,NA,,0.89,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,9,Total,CO,06001,Alameda,Alameda,06001,Bay Area,01,19803,120100,16.5,NA,NA,NA,NA,,0.66,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,1,AIAN,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,19.28,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,2,Asian,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,19.28,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,3,AfricanAm,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,19.28,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,4,Latino,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,19.28,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,5,NHOPI,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,19.28,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,6,White,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,0,58,0.0,NA,NA,NA,NA,,0.00,19.28,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,7,Multiple,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,19.28,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,8,Other,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,19.28,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,9,Total,CO,06003,Alpine,Alpine,06003,Central/Southeast Sierra,03,3,66,4.5,NA,NA,NA,NA,,0.18,19.28,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,1,AIAN,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,20.36,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,2,Asian,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,20.36,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,3,AfricanAm,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,0,0,,NA,NA,NA,NA,,,20.36,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,4,Latino,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,44,188,23.4,NA,NA,NA,NA,,0.94,20.36,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,5,NHOPI,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,20.36,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,6,White,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,290,2054,14.1,NA,NA,NA,NA,,0.57,20.36,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,7,Multiple,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,0,18,0.0,NA,NA,NA,NA,,0.00,20.36,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,8,Other,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,20.36,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,9,Total,CO,06005,Amador,Amador,06005,Central/Southeast Sierra,03,364,2303,15.8,NA,NA,NA,NA,,0.63,20.36,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,1,AIAN,CO,06007,Butte,Butte,06007,Butte,02,34,94,36.2,NA,NA,NA,NA,,1.45,18.80,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,2,Asian,CO,06007,Butte,Butte,06007,Butte,02,299,731,40.9,NA,NA,NA,NA,,1.64,18.80,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,3,AfricanAm,CO,06007,Butte,Butte,06007,Butte,02,31,94,33.0,NA,NA,NA,NA,,1.32,18.80,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,4,Latino,CO,06007,Butte,Butte,06007,Butte,02,882,2212,39.9,NA,NA,NA,NA,,1.60,18.80,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,5,NHOPI,CO,06007,Butte,Butte,06007,Butte,02,14,29,47.7,NA,NA,NA,NA,,1.91,18.80,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,6,White,CO,06007,Butte,Butte,06007,Butte,02,1611,10599,15.2,NA,NA,NA,NA,,0.61,18.80,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,7,Multiple,CO,06007,Butte,Butte,06007,Butte,02,61,326,18.8,NA,NA,NA,NA,,0.75,18.80,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,8,Other,CO,06007,Butte,Butte,06007,Butte,02,,,,NA,NA,NA,NA,,,18.80,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,9,Total,CO,06007,Butte,Butte,06007,Butte,02,2935,14088,20.8,NA,NA,NA,NA,,0.83,18.80,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,1,AIAN,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,18.79,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,2,Asian,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,18.79,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,3,AfricanAm,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,18.79,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,4,Latino,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,66,288,23.1,NA,NA,NA,NA,,0.92,18.79,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,5,NHOPI,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,18.79,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,6,White,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,272,2547,10.7,NA,NA,NA,NA,,0.43,18.79,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,7,Multiple,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,16,49,32.7,NA,NA,NA,NA,,1.31,18.79,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,8,Other,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,18.79,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,9,Total,CO,06009,Calaveras,Calaveras,06009,Central/Southeast Sierra,03,366,3027,12.1,NA,NA,NA,NA,,0.48,18.79,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,1,AIAN,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,,,,NA,NA,NA,NA,,,18.72,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,2,Asian,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,,,,NA,NA,NA,NA,,,18.72,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,3,AfricanAm,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,,,,NA,NA,NA,NA,,,18.72,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,4,Latino,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,461,929,49.6,NA,NA,NA,NA,,1.99,18.72,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,5,NHOPI,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,,,,NA,NA,NA,NA,,,18.72,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,6,White,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,48,658,7.3,NA,NA,NA,NA,,0.29,18.72,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,7,Multiple,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,,,,NA,NA,NA,NA,,,18.72,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,8,Other,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,,,,NA,NA,NA,NA,,,18.72,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,9,Total,CO,06011,Colusa,Colusa,06011,Northern Sacramento Valley,07,513,1609,31.9,NA,NA,NA,NA,,1.28,18.72,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,1,AIAN,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,0,205,0.0,NA,NA,NA,NA,,0.00,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,2,Asian,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,1863,16588,11.2,NA,NA,NA,NA,,0.45,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,3,AfricanAm,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,669,4696,14.2,NA,NA,NA,NA,,0.57,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,4,Latino,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,8109,23615,34.3,NA,NA,NA,NA,,1.38,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,5,NHOPI,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,83,346,24.0,NA,NA,NA,NA,,0.96,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,6,White,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,2747,46580,5.9,NA,NA,NA,NA,,0.24,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,7,Multiple,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,112,1743,6.4,NA,NA,NA,NA,,0.26,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,8,Other,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,66,311,21.2,NA,NA,NA,NA,,0.85,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,9,Total,CO,06013,Contra Costa,Contra Costa,06013,Bay Area,01,13649,94084,14.5,NA,NA,NA,NA,,0.58,22.64,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,1,AIAN,CO,06015,Del Norte,Del Norte,06015,North Coast,05,0,12,0.0,NA,NA,NA,NA,,0.00,18.63,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,2,Asian,CO,06015,Del Norte,Del Norte,06015,North Coast,05,7,32,21.9,NA,NA,NA,NA,,0.88,18.63,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,3,AfricanAm,CO,06015,Del Norte,Del Norte,06015,North Coast,05,0,0,,NA,NA,NA,NA,,,18.63,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,4,Latino,CO,06015,Del Norte,Del Norte,06015,North Coast,05,94,310,30.2,NA,NA,NA,NA,,1.21,18.63,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,5,NHOPI,CO,06015,Del Norte,Del Norte,06015,North Coast,05,,,,NA,NA,NA,NA,,,18.63,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,6,White,CO,06015,Del Norte,Del Norte,06015,North Coast,05,214,1008,21.2,NA,NA,NA,NA,,0.85,18.63,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,7,Multiple,CO,06015,Del Norte,Del Norte,06015,North Coast,05,24,69,34.8,NA,NA,NA,NA,,1.39,18.63,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,8,Other,CO,06015,Del Norte,Del Norte,06015,North Coast,05,,,,NA,NA,NA,NA,,,18.63,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,9,Total,CO,06015,Del Norte,Del Norte,06015,North Coast,05,340,1436,23.6,NA,NA,NA,NA,,0.95,18.63,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,1,AIAN,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,0,112,0.0,NA,NA,NA,NA,,0.00,20.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,2,Asian,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,38,780,4.9,NA,NA,NA,NA,,0.20,20.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,3,AfricanAm,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,,,,NA,NA,NA,NA,,,20.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,4,Latino,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,515,1933,26.7,NA,NA,NA,NA,,1.07,20.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,5,NHOPI,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,,,,NA,NA,NA,NA,,,20.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,6,White,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,907,12672,7.2,NA,NA,NA,NA,,0.29,20.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,7,Multiple,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,36,198,18.2,NA,NA,NA,NA,,0.73,20.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,8,Other,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,,,,NA,NA,NA,NA,,,20.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,9,Total,CO,06017,El Dorado,El Dorado,06017,Sacramento Area,08,1510,15877,9.5,NA,NA,NA,NA,,0.38,20.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,1,AIAN,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,21,149,14.2,NA,NA,NA,NA,,0.57,18.71,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,2,Asian,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,2433,7810,31.2,NA,NA,NA,NA,,1.25,18.71,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,3,AfricanAm,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,470,1890,24.9,NA,NA,NA,NA,,1.00,18.71,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,4,Latino,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,15710,36122,43.5,NA,NA,NA,NA,,1.74,18.71,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,5,NHOPI,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,19,148,12.8,NA,NA,NA,NA,,0.51,18.71,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,6,White,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,3062,25010,12.2,NA,NA,NA,NA,,0.49,18.71,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,7,Multiple,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,155,960,16.1,NA,NA,NA,NA,,0.65,18.71,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,8,Other,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,68,237,28.8,NA,NA,NA,NA,,1.15,18.71,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,9,Total,CO,06019,Fresno,Fresno,06019,San Joaquin Valley,10,21939,72326,30.3,NA,NA,NA,NA,,1.21,18.71,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,1,AIAN,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,2,26,7.7,NA,NA,NA,NA,,0.31,18.02,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,2,Asian,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,,,,NA,NA,NA,NA,,,18.02,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,3,AfricanAm,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,,,,NA,NA,NA,NA,,,18.02,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,4,Latino,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,452,1084,41.7,NA,NA,NA,NA,,1.67,18.02,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,5,NHOPI,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,,,,NA,NA,NA,NA,,,18.02,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,6,White,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,300,1312,22.9,NA,NA,NA,NA,,0.92,18.02,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,7,Multiple,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,,,,NA,NA,NA,NA,,,18.02,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,8,Other,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,,,,NA,NA,NA,NA,,,18.02,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,9,Total,CO,06021,Glenn,Glenn,06021,Northern Sacramento Valley,07,781,2491,31.4,NA,NA,NA,NA,,1.26,18.02,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,1,AIAN,CO,06023,Humboldt,Humboldt,06023,North Coast,05,185,500,37.1,NA,NA,NA,NA,,1.48,19.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,2,Asian,CO,06023,Humboldt,Humboldt,06023,North Coast,05,68,215,31.6,NA,NA,NA,NA,,1.27,19.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,3,AfricanAm,CO,06023,Humboldt,Humboldt,06023,North Coast,05,0,20,0.0,NA,NA,NA,NA,,0.00,19.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,4,Latino,CO,06023,Humboldt,Humboldt,06023,North Coast,05,220,602,36.6,NA,NA,NA,NA,,1.46,19.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,5,NHOPI,CO,06023,Humboldt,Humboldt,06023,North Coast,05,3,13,23.1,NA,NA,NA,NA,,0.92,19.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,6,White,CO,06023,Humboldt,Humboldt,06023,North Coast,05,1327,6699,19.8,NA,NA,NA,NA,,0.79,19.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,7,Multiple,CO,06023,Humboldt,Humboldt,06023,North Coast,05,118,227,51.9,NA,NA,NA,NA,,2.08,19.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,8,Other,CO,06023,Humboldt,Humboldt,06023,North Coast,05,,,,NA,NA,NA,NA,,,19.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,9,Total,CO,06023,Humboldt,Humboldt,06023,North Coast,05,1921,8276,23.2,NA,NA,NA,NA,,0.93,19.17,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,1,AIAN,CO,06025,Imperial,Imperial,06025,Southern California,14,48,76,63.2,NA,NA,NA,NA,,2.53,18.75,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,2,Asian,CO,06025,Imperial,Imperial,06025,Southern California,14,31,191,16.0,NA,NA,NA,NA,,0.64,18.75,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,3,AfricanAm,CO,06025,Imperial,Imperial,06025,Southern California,14,0,86,0.0,NA,NA,NA,NA,,0.00,18.75,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,4,Latino,CO,06025,Imperial,Imperial,06025,Southern California,14,3893,10970,35.5,NA,NA,NA,NA,,1.42,18.75,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,5,NHOPI,CO,06025,Imperial,Imperial,06025,Southern California,14,,,,NA,NA,NA,NA,,,18.75,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,6,White,CO,06025,Imperial,Imperial,06025,Southern California,14,151,1799,8.4,NA,NA,NA,NA,,0.34,18.75,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,7,Multiple,CO,06025,Imperial,Imperial,06025,Southern California,14,0,51,0.0,NA,NA,NA,NA,,0.00,18.75,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,8,Other,CO,06025,Imperial,Imperial,06025,Southern California,14,,,,NA,NA,NA,NA,,,18.75,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,9,Total,CO,06025,Imperial,Imperial,06025,Southern California,14,4135,13185,31.4,NA,NA,NA,NA,,1.26,18.75,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,1,AIAN,CO,06027,Inyo,Inyo,06027,Central/Southeast Sierra,03,8,32,25.8,NA,NA,NA,NA,,1.03,18.35,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,2,Asian,CO,06027,Inyo,Inyo,06027,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,18.35,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,3,AfricanAm,CO,06027,Inyo,Inyo,06027,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,18.35,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,4,Latino,CO,06027,Inyo,Inyo,06027,Central/Southeast Sierra,03,146,308,47.3,NA,NA,NA,NA,,1.89,18.35,9/29/2013
770,Living wage and percent of families with incomes below the living wage,2010,MarriedCouple2Children,5,NHOPI,CO,06027,Inyo,Inyo,06027,Central/Southeast Sierra,03,,,,NA,NA,NA,NA,,,18.35,9/29/2013
